# field rbandarea 4bandarea 9bandarea NIRonly AWonly uonly gonly ronly ionly 9noAWr
KIDS_7p0_m31p2 2922.38449006 2692.67232318 2692.42192083 3549.69141584 2889.03549891 3392.22015021 3210.36415525 2912.67403329 3098.47050697 2795.01501199
KIDS_7p1_m32p1 2873.65637501 2788.06474379 2787.79574317 3546.55034448 3021.18915795 3338.81112417 3340.51856445 3039.51503823 3100.05186831 2824.03535244
KIDS_7p2_m34p1 3102.85602104 2860.38767076 2860.10923108 3536.66317876 3030.91690271 3491.06617444 3220.9370652 3049.59616274 3175.1804491 2975.76970219
KIDS_7p9_m28p2 2965.02470104 2630.53325642 2630.2949264 3541.24083249 2815.60367266 3525.17811424 3097.86886201 2977.33208363 3133.64319663 2733.5514744
KIDS_8p0_m29p2 2852.12822211 2687.70134541 2687.49049299 3541.25229421 2883.53162106 3413.34943267 3273.42003251 3019.90446565 3093.02269105 2746.88428033
KIDS_8p1_m30p2 3226.64384478 3007.94602314 3007.70439835 3540.20159403 3154.41006735 3456.91696178 3312.90540789 3171.99867019 3293.70276317 3115.97002386
KIDS_8p2_m31p2 3240.54556425 2982.9158119 2982.6587564 3549.69426537 3144.01017724 3528.78920522 3397.50480515 3154.67057027 3282.0941385 3087.63794641
KIDS_8p2_m32p1 2933.51050121 2724.9205693 2722.23277658 3544.08555284 2949.1830757 3502.87924009 3373.26904003 2982.25330914 3075.93299749 2815.0617406
KIDS_8p3_m33p1 3195.59489415 3061.42759768 3061.1057154 3542.09071722 3218.10155494 3528.7062763 3422.31251143 3242.01089634 3323.65585367 3142.95067404
KIDS_8p4_m34p1 3219.75976452 3104.58417129 3104.31724421 3536.6639293 3239.51430192 3469.66511816 3362.1793731 3251.88653674 3315.69565644 3159.34145703
KIDS_9p0_m28p2 3114.6199832 2935.31020771 2935.04465451 3541.24220637 3184.32503268 3532.90202955 3384.07651456 3204.64522701 3326.99884723 3047.60392222
KIDS_9p1_m29p2 2948.21819213 2755.32706564 2755.09027487 3541.25256136 2968.90581033 3464.88102623 3203.6557917 3018.14519956 3135.60989316 2878.97017402
KIDS_9p2_m30p2 3255.8738673 3000.45494233 3000.19428676 3540.19822293 3138.64396725 3530.31268551 3429.85193246 3158.54861377 3342.67680275 3166.32897265
KIDS_9p3_m31p2 3231.16074249 2927.69757668 2927.46106578 3549.69172115 3086.73024424 3525.22840079 3411.2133291 3104.76459481 3271.55495222 3084.73811821
KIDS_9p4_m32p1 3139.05463017 2939.88441403 2939.66423703 3546.54860169 3113.69013357 3500.05059922 3376.64662229 3135.57013969 3281.32756434 3057.89470337
KIDS_9p5_m33p1 3091.27669309 2899.01443473 2898.75432617 3542.09001756 3062.86660979 3528.05761411 3299.48062832 3121.56691847 3222.73206489 3014.78264093
